bigMD2.5Om27                                 
 A    = 0.59830
 I    =    0 Nrow =    0 Ngrid=    0
 Omega_0=  0.30711 Omega_L=  0.69288 hubble =  0.67770 buffer width (Mpch) =  5.00000
 Force softening (kpch)               =  10.000
 Minimum distance between halos (kpch)=  50.000
 Number of neighbours for  particles  = 20
 Number of buffered particles         =  20000
 Split factor for adaptive mesh       =  8
 Number of radial bins                =   30
 Step in radius dlog10                = 0.05000
 Mass of smallest particle (Msunh)    =  1.5054E+09
 Subhalos rejection: virial ratio     =   1.200
 offset parameter limit               =   0.200
 radius overshoot factor              =   1.100
 Overdensity limit                    =  296.64
     XYZ(Mpch)                          Vxyz(km/s)                  Mbound     Mtot/Msunh    Rvir(kpch) Vrms(km/s) Vcirc(km/s)       Nhalo  Cvir    Nparticles  Distinct/Sub   Xoff  2K/Ep-1   Lambda   RadRMS/kpch   b/a  c/a MajorAxis:  x      y      z  
     7.3566     4.6677     2.9388       -64.77    481.84    285.31  5.2689E+10  5.8711E+10  82.440       73.37       79.09              30   8.562       35.00               0  8.5063E-02  0.2707      8.0163E-02   42.71      0.6953      0.4801      0.6441      0.7566     -0.1129    
     7.5559     5.4909     3.3121       -92.34    487.94    334.96  4.5162E+10  4.6668E+10  76.022       70.65       68.81              31   4.648       30.00               0  0.2159      0.4091      0.1448       45.42      0.4814      0.2343      4.7962E-02  0.9981      3.9793E-02
     7.1644     4.7792     2.9230       -66.97    477.08    326.85  5.7206E+10  6.3227E+10  84.614       82.10       77.64              32   6.714       38.00               0  0.1342      0.5912      5.8684E-02   46.93      0.7162      0.4460      0.1714     -0.1784      0.9689    
     7.0839     4.2474     2.2905       -92.91    503.59    318.53  4.0646E+10  4.0646E+10  72.941       58.02       64.81              33   3.586       27.00               0  0.1318      6.8333E-02  4.4937E-02   43.87      0.5691      0.2616      0.6424      0.6155      0.4566    
     6.9149     4.6475     1.7730       -28.23    454.14    292.26  5.7206E+10  5.7206E+10  81.755       73.39       74.05              34   4.337       38.00               0  0.1400      0.3323      2.7488E-02   48.22      0.6108      0.2807      0.9151      0.3960      7.5754E-02
     7.1819     5.1871     0.6340      -122.69    472.51    248.60  3.0108E+10  3.0108E+10  66.009       58.98       57.67              35   2.808       20.00               0  0.3140      0.3123      0.1128       41.62      0.2572      0.1410      0.9431     -0.3047      0.1328    
     7.3976     7.7388     7.0654       251.75    -11.22    -11.12  4.3657E+10  5.8711E+10  82.415       99.96       67.91              36   6.264       29.00               0  0.1598       2.217      0.1152       45.39      0.7341      0.4940      5.7938E-02 -0.4946      0.8672    
     7.3698     6.8631     7.8057      -716.63    549.52     40.04  1.7914E+11  1.8667E+11  121.24       107.9       109.3              37   4.925       119.0               0  0.1280      0.1266      3.9434E-02   65.22      0.7673      0.5840      0.5833     -5.3296E-02  0.8105    
     6.9903     7.2116     7.0916      -114.58    684.38   -270.57  8.2798E+10  1.4151E+11  110.54       104.7       82.25              38   6.956       55.00               0  0.1665       1.127      6.3428E-02   57.27      0.8215      0.6868     -0.5087      0.4846      0.7117    
     6.9525     7.2854     7.4304      -137.45    321.65    349.39  1.8366E+11  8.7013E+11  196.22       119.4       129.1              39   27.15       122.0              46  3.9302E-02 -0.1302      6.3020E-03   64.97      0.9192      0.8654      0.7097     -0.2993      0.6378    
     7.0411     7.7913     6.9915      -214.50    -64.29   -348.17  7.5271E+10  1.1291E+11  94.951       85.90       96.12              40   12.60       50.00              41  7.8689E-02 -0.4957      2.1649E-02   40.84      0.7596      0.7398     -0.2658     -0.2500      0.9311    
     6.8849     7.6068     7.0378        32.30    163.73    115.68  3.4429E+12  3.9351E+12  314.77       311.3       310.8              41   6.528       2287.               0  1.5615E-02  0.1559      2.3027E-02   167.3      0.8246      0.6893      0.7405     -0.6504      0.1694    
     6.4880     7.7417     7.5926      -138.65    514.68     25.57  3.3119E+10  1.7764E+11  117.10       160.2       53.52              42   9.286       22.00               0  0.2366       13.34      7.4888E-02   72.12      0.6566      0.4654      0.2786      0.8636     -0.4201    
     6.6077     7.4387     7.7266         6.81    181.61    130.21  1.7162E+11  2.9536E+12  185.39       126.6       132.6              43   30.15       114.0              46  6.2540E-02  1.1977E-02  2.5624E-03   74.41      0.8204      0.7659     -0.2995      0.9540     -1.1839E-02
     6.6857     7.4484     7.7458       206.41    584.17   -368.46  6.1722E+10  3.8237E+11  82.726       106.0       102.5              44   18.12       41.00              46  7.8042E-02 -0.4029      7.9373E-03   29.58      0.9304      0.8291      0.1397      0.9251     -0.3531    
     6.8124     7.2916     7.7655       215.55    833.91     22.90  6.7743E+10  1.6906E+12  123.82       162.9       115.0              45   43.91       45.00              46  5.8527E-02  0.2393      3.5543E-03   35.28      0.8380      0.7564     -0.2792     -0.2991      0.9125    
     6.6839     7.2547     7.7547      -171.14    589.92     60.76  1.3781E+13  1.4630E+13  518.84       467.4       441.9              46   3.033       9154.               0  3.1034E-02  0.1907      1.9514E-02   302.6      0.9042      0.4191      9.1498E-02  0.8693     -0.4858    
     6.2368     7.3433     6.9046       -70.39     39.64     30.62  3.7635E+10  3.9141E+10  72.046       73.14       71.10              47   8.329       25.00               0  8.6603E-02  0.5192      8.2922E-02   36.64      0.8097      0.5792      0.1294     -0.6761      0.7254    
     5.9538     6.6971     7.2368       287.42    586.90    412.13  6.6238E+10  6.6238E+10  84.945       78.61       84.67              48   7.300       44.00               0  6.8437E-02  0.1956      4.3744E-02   45.07      0.7690      0.6017      0.2248      0.7964     -0.5615    
     6.9079     6.0167     7.1627      -199.05    716.44    460.39  1.5506E+11  1.5656E+11  114.34       108.3       107.2              49   5.752       103.0               0  6.1121E-02  0.2391      5.2302E-02   59.52      0.7204      0.5192     -0.5043      0.7197      0.4771    
     7.0198     6.5382     7.2937      -276.91    709.54    535.66  6.3227E+10  6.4733E+10  85.193       72.22       74.30              50   3.309       42.00               0  0.1387      0.1629      3.9977E-02   49.94      0.5164      0.3774      0.3049      0.2095      0.9291    
     6.8999     5.7237     7.5583       -13.37    698.01    406.86  3.9442E+11  4.0646E+11  157.11       161.6       163.1              51   10.28       262.0               0  6.7140E-02  0.2475      9.3511E-03   76.06      0.9227      0.7825     -0.6828     -4.5883E-02  0.7292    
     6.4958     5.1992     7.4388       -71.22    687.64    343.43  3.3119E+10  3.9141E+10  72.046       73.82       72.77              52   12.30       22.00               0  0.1579      0.4535      8.9431E-02   30.66      0.5759      0.4271     -0.2340      0.9366      0.2608    
     7.2705     4.5527     4.7958       -58.88    529.86    359.25  6.7743E+10  7.0754E+10  87.747       79.76       77.20              53   4.058       45.00               0  9.1129E-02  0.4377      5.8807E-02   51.85      0.5863      0.5270      0.2082      0.9246     -0.3190    
     7.2835     4.7180     4.8139       -66.16    509.09    351.61  3.4624E+10  3.9141E+10  72.046       65.58       59.72              54   3.255       23.00               0  0.2737      0.7522      0.1382       46.63      0.4493      0.2475     -0.3978      0.2972      0.8680    
     7.7027     5.7568     5.1171      -187.17    542.94    357.14  7.6776E+11  7.7228E+11  194.54       181.5       175.1              55   4.184       510.0               0  5.2349E-02  0.2178      2.4944E-02   110.8      0.6325      0.4960      0.4545      0.8861     -9.0385E-02
     7.5546     5.3690     5.3822      -105.46    597.16    307.41  4.3657E+10  4.3657E+10  74.704       64.15       67.17              56   4.057       29.00               0  0.1919      0.2708      8.5333E-02   45.32      0.3579      0.1606     -0.4515     -0.1247      0.8835    
     5.7708     3.9686     7.0375        31.82    469.40    353.60  3.6130E+10  3.9141E+10  72.046       64.40       58.99              57   2.150       24.00               0  0.1803      0.5886      4.5956E-02   46.00      0.5174      0.2662      0.1763      0.9670      0.1838    
     5.8189     7.1660     6.4047       215.51    557.39    430.91  1.1441E+11  1.1592E+11  103.44       93.05       93.85              58   4.633       76.00               0  7.4926E-02  0.1688      6.6700E-02   57.23      0.5499      0.4861      0.8229      0.5324      0.1986    
     5.2616     7.6332     6.9616       399.02    321.02    189.07  7.6776E+11  7.7378E+11  194.74       190.8       196.3              59   8.524       510.0               0  5.5861E-02  0.1617      2.7470E-02   100.3      0.7936      0.6188      0.7389     -6.1632E-03  0.6737    
     4.6261     7.4452     7.2813       317.62    445.28    291.45  4.0646E+10  4.0646E+10  72.941       62.69       70.43              60   6.681       27.00               0  5.2193E-02  9.6187E-02  6.4814E-02   37.45      0.7233      0.5403     -0.7526      0.4783      0.4525    
     2.1377     5.2050     7.7057        14.74    335.71    253.30  9.6346E+10  9.7852E+10  97.870       91.29       86.80              61   3.890       64.00               0  0.1154      0.3658      6.7833E-02   56.69      0.6539      0.5362     -0.3433      0.8651      0.3657    
     2.5369     4.2783     7.1124        42.05    338.70    331.41  7.8281E+10  7.8281E+10  90.761       78.01       84.33              62   5.266       52.00               0  0.1083      0.1389      6.5460E-02   51.78      0.6041      0.4077     -0.2264      0.5159      0.8262    
     1.3115     5.0721     7.4468        20.80    257.39    239.68  1.1140E+11  2.1828E+11  88.104       112.3       93.51              63   2.451       74.00              64  0.1028     -8.2267E-02  6.2230E-02   55.91      0.8008      0.6381      3.7610E-02  0.7146      0.6985    
     1.3284     5.1566     7.4663        73.30    237.60    222.38  1.2209E+12  1.2299E+12  227.24       225.0       209.5              64   5.101       811.0               0  3.7844E-02  0.3927      7.5583E-02   125.3      0.7326      0.6909      0.7168      0.6630     -0.2160    
     0.6863     5.5009     6.9219        48.17    185.72    239.60  8.7314E+10  8.8819E+10  94.663       89.96       97.64              65   9.729       58.00               0  7.0352E-02  0.1253      2.9532E-02   42.14      0.8797      0.7564      0.2594      0.7599     -0.5960    
     0.2346     5.7213     6.6578        70.14    145.30    285.07  5.8711E+10  5.8711E+10  82.445       69.73       74.68              66   4.328       39.00               0  0.1806      0.2581      7.1025E-02   49.25      0.7039      0.5872     -0.5005      0.8176     -0.2848    
     0.5285     5.6086     6.7786        96.85    185.15    259.81  5.4195E+10  5.8711E+10  82.440       84.13       82.48              67   9.758       36.00               0  0.1306      0.5601      4.9519E-02   43.56      0.6841      0.6304      0.1511      0.2942      0.9437    
     1.5559     7.1591     6.6991       167.40    150.40    149.64  3.9141E+10  3.9141E+10  72.046       59.16       62.21              68   2.200       26.00               0  0.1232      0.2629      3.9034E-02   46.24      0.6464      0.1627      6.9852E-02  0.3417      0.9372    
